游戏名称,国家,发表时间,作者,游戏时长,内容,是否推荐/好评
Stardew Valley,中国,2016-04-23,Nonno,122.4,"《星露谷的一天》（流水账版）

喔喔喔~~~6点整，一阵清脆的打鸣声将我从睡梦中惊醒，窗外的蝉鸣声隐隐欲现，然而我却顾不上倾听，速度打开电视——今日晴空万里无云，你的运势爆棚噢，顺带教你一个技能仔细听好，蔬菜南瓜粥是这样做滴…… 好啦，我知道啦。伸个懒腰，又是分秒必争的一天。

6点30分打开门，夏日的阳光透了进来，一个欣欣向荣的综合大农场映入眼帘。深吸一口气——开工！首先是打水，浇水，收菜，收果子。然后奔向牧场，摸鸡，摸鸭，摸兔子，摸奶牛，摸山羊，摸绵羊，摸猪，摸恐龙（不要问我为什么有恐龙）。然后补充干草，拿鸡蛋，鸭蛋，兔毛，鸭毛，兔脚，挤奶，剪羊毛，松露。接着抽树脂，拿蜂蜜，制奶酪，酿果酱，酿酒，顺带烧烧煤……呼呼好累~

10点整，终于搞定农活，新的一天才刚刚开始！带好工具和礼物，上好秒表，预备——跑！

10点半到达城镇中心，奔向告示板接任务，进店买种子，Pierre大叔你好，大叔再见。出门Lewis镇长你好，嗯嗯，我一定早日帮大家修好城镇中心，绝不会成为奸商Joja的会员，镇长再见。

11点到达海滩，翻一翻昨天放在海边的一排蟹笼，一只龙虾，一个贝壳，一只海胆，还有一只??蛤??，真是意外的收获。顺带用鱼竿钓几条鱼。统统卖给Willy大叔，对了南瓜也送你一份，蟹蟹你教我钓鱼技术。

13点跑向了铁匠小屋，铁匠Clint，帮我敲石头升级工具噢，铁匠再见。14点半，撞进了木匠小屋，木匠Robin，这是送你的桃子，马厩一定要帮我修的美美哒，木匠再见。

15点准时到达矿坑，矮人我买10个炸弹，钱拿好不用找了。电梯下矿，开工，炸炸炸（石头），当当当（淘金子），杀杀杀（史莱姆），咦地下冒出个梯子？下一层继续……背包快要满了。

21点整终于在虚脱前从矿洞中爬了出来，是时候回家了。……等等！河边有条萌萌哒蚯蚓，我挖~哇塞，是远古遗物噢！立即冲向博物馆，一脚踹开大门（我知道不开门啦），我捐！馆长：“蟹蟹捐赠，这是你的奖品……”不要了，馆长再见！我一边说一边像风一般冲出了大门。不行了不行了，天黑啦，礼物还没有送！~速度奔向镇中心。

22点半用尽最后的力气顶开了酒吧大门，这么巧大家都在，我用气若游丝的声音说：小伙伴我给你们带礼物来了……每人都有份不要抢，向日葵给土豪Haley，花椰菜给天才Maru，咖啡给医生Harvey，虚空蛋给宅男Sebastian，仙人掌果给摇滚Sam，沙拉给Leah和两个小盆友，南瓜给Abigail，罂粟给Penny……快点拿不要磨蹭，我背着好重。Penny:“太感谢你了，我最喜欢的就是……” Shut up！我送你礼物你就拿着嘛，废话罗嗦那么多干什么，我都忙死了！

最后拖着快要散架的身躯回到家中，23点半，爬向（没错就是爬）收纳箱，将一背包蔬菜水果矿产遗物倒了进去，赚点钱真不容易啊——（拖长音）关灯进门，23点50分！快快快来不及了，摸猫（你个死喵星人一天不摸都不行），0点准时上床睡觉收工…… 然而才睡了6小时不到……

第二天，喔喔喔~~~ ……真是哔了狗了……

第N天，喔喔喔~~~ 我镇定地走向鸡窝，把鸡先生掐死了。Game Over.",推荐
Stardew Valley,中国,2016-06-09,回眸呵呵一笑,290.4,非常好玩！希望出汉化,推荐
Stardew Valley,中国,2018-01-01,阿拜多斯悍匪头子,1.5,"强烈要求开放创意工坊(""▔□▔)/",推荐
Stardew Valley,中国,2017-01-11,曳烛,71.3,2017年2月8日官中已出 期待多人模式 感谢ConcernedApe为我们带来这么好的游戏,推荐
Stardew Valley,中国,2020-02-08,SkyL1gh7,83.4,炫炫炫炫炫炫炫炫炫炫炫炫炫炫炫炫炫,推荐
Stardew Valley,中国,2020-10-15,风逝Jak,99.1,期待创意工坊，一直期待中,推荐
Stardew Valley,中国,2023-04-08,bard,324.9,"还记得儿时沉浸在电视机前的那个夏天吗？最好的朋友拿着冰棍和汽水来到家里陪你一起打小霸王游戏机，来的时候急得恨不得直接把自行车蹬进屋里。 那时我们根本不关心什么拥挤的早班车和冰箱里的速食垃圾，只知道两块五毛钱的零食就可以和朋友吃上一整天，奶奶的饭菜永远做好在日落之前。
时光荏苒，我一度想回到过去，回到大笑是那么简单的童年，伙伴们永远都在晚饭后相见。 星露谷这个温暖又寂静的小镇一下子把我拉回到了从前，这里的牛羊懒得去远处吃草，植物也乖，我又找到了儿时玩像素游戏的那种感觉，就好像那些玩伴一直都在我身边。",推荐
Stardew Valley,中国,2017-04-03,LingMM,63.8,"我一定要写个长长的评测，纪念第一个让我30个小时没睡觉的单机游戏！
昨天下午3点多起床吃完晚饭7点多开始玩，现在又到了晚上8点了。。。
时间过的是真快啊~
其实中间有差点睡着过，但是我在钓鱼嘛，听到叮~就马上惊醒狂按鼠标！
游戏时间从春过到冬，从1级垂钓肝到8级，从一个路痴到现在的图在心中！
为了钓上来一条鱼我奋斗了数小时！
钓到心态爆炸肺都气炸，钓的都想打自己，钓到走火入魔！可怕！
好在皇天不负苦心人，终于让我练就一身好钓功！值！
中间还有朋友喊我打别的游戏我骗他们我要睡了！
当然你们看到这个评测肯定要跟我算账！But who care！！
我只是不想被别人打扰！只想安安静静的玩会单机！
因为赛巴斯蒂安在我眼里比任何异性都要迷人~
在我3次不同场合不同时间钓鱼的地点他都出现在我身边一站就是几小时，关键有一天还下大雨！
那一刻我就决定我一定要把他娶回家哪怕他是杀马特！
刚好他又最爱生鱼片！我的鱼怕是够喂他一辈子吧。。。
虽然我也是萌新但是我要给萌新一点建议！我选的标准农场我不知道别的是什么样
反正整个农场看起来糟糕透了，怎一个乱字了得，我大概花了所有春天的时间来砍树，砍石头，割草
把家里能砍的都砍了以至于到冬天的时候差点把我的鸡饿死了！！
进去一定不要把草都割了，那草就是鸡的粮食啊！后面花了好几千买的草喂鸡！
当然，对我这个8级钓鱼大佬来说也就2天的鱼量！嘎嘎
新手建议去练钓鱼，种东西没前途。鸡蛋也不值几个钱还不够回本
钓鱼一定要静下心来，该点的时候就狂点该慢就慢，找准节奏最重要！
我写的差不多了，就这样吧！
我去睡觉了！",推荐
Stardew Valley,中国,2017-07-30,原神什么的最喜欢了♡,48.7,"星露谷，一个可以隐居田园的好去处，你可以闲庭在家门口辛勤耕作的小麦中，可以听着海风踏着细沙，跟海边的那个糟老头一齐钓鱼，也可以夜晚坐着篝火旁，萤火虫在身旁，听着莱纳斯的吐槽
忘不了农场旁边的那两条小路，我总在那挖出榛果与古物，忘不了第一次月光水母的起舞，忘不了阿尔盖比在矿洞扑倒我的身影，忘不了海莉在她的秘密基地与我接吻，忘不了莉亚认真地雕刻与羞答答的神情，树下看书的潘妮，数账簿的刘易斯，热情的皮埃尔，天马行空的艾米丽......太多角色牵动着我的心，当我第一次进入这个游戏，跟角色说过第一句话，砍过第一棵树，敲碎第一块石子，收获第一颗防风草时，我就知道，

啊！我情不自禁想吟诗一首！












问:这个游戏好是好，但是为什么我孩子的头发次次跟我的都不一样啊？
答:",推荐
Stardew Valley,中国,2020-06-23,巨山精神病医院院长,231.1,"日复一日忙碌的都市生活中，爷爷给我寄来了一封信。

我如约来到了爷爷生活的村庄，继承了他的农场。

充实的农庄生活使我非常愉快，我也在这里交到了许多朋友，甚至是拥有了爱情。
随着时间的推移，我从揣着500G的小伙子变成了拥有数不清金币的富豪，我和他也有了爱情的结晶。在这段时间里，我帮村里的大家解决了许多麻烦，也赠送了很多的礼物，大家都十分的喜欢我。但是——
许久不见，他还好吗？孩子应该能叫他爸爸了吧？地窖是否充满了浓郁的酒香？今年的农作物能在皮埃尔那卖个好价钱吗？畜棚又需要喊罗宾来修理吗？
我不知道，鼠标在启动游戏上迟迟不敢点下，是需要有人陪我一起玩吗？单机是很有趣，可是NPC们是固定的，幸好出了联机模式....可有人陪我玩吗？

一玩一天就过去了，这样太能消磨时间了吧，非常的有意思。就是种田工具的判定有点问题，经常敲歪，前期体力低有点头大。


游玩：7/10

=======================================================
以上是前期版本的剧情~
最近摸鱼和同事联机了一会！草莓好贵哦——果然还是局域网联机舒服.jpg

在JOJA的工作是漫长而又辛苦的，压榨、苦力充斥着我的脑海。
破烂的环境和不对等的劳累。
我回想起了爷爷弥留之际给予我的一封信，和一座农场。
我如约而至。
巴士缓慢地载着我来到了这里，同时我也邀请了一位朋友一起享受悠闲的时光。
这里的一切与喧嚣的城市有着天壤之别，初见时人们热情好客，我们也以礼相赠。
爷爷墓前说的三年复活，社区中心的祝尼魔，巫师塔里和阿比盖尔一样发色的巫师。
农田的开垦与浇灌、钓鱼的运气与时机、矿洞的开采与战斗。
让我们渐渐了解到这是个奇幻世界【不是，是确实

===============================================
啊，和同事的档才刚到夏天，卖了草莓的我，哎，有钱人的快乐，往往就是这么的朴实无华，且枯燥。

===============================================

现实里也压榨的公司，最终我们还是辞职离开了，这个档也永远停留在了2020年的夏天，我的同事非常机智的录下了领导逼迫我们的话语，校招合作公司也不过如此。

祝走出校园步入社会的各位，能够遇上好公司、好领导！

小贴士：不用局域网的话，可以使用TeamViewer进行联机~贴吧有教程！！


【祝大家都有个Happy Ending】",推荐
Stardew Valley,中国,2023-11-22,白屹๑乛◡乛๑,324.7,"谢谢你，和你共度的时间是我目前人生最开心的时间，或许也会是以后的，正如你说的，我不是很会说什么，可能这就是咱俩的劫吧，分手之后我在这每天学东西，其实分手之后过了几天慢慢我也没啥太大的感觉，感觉没有很伤心，悲伤想哭或者很难受的感觉，就是感觉少了点什么，但是每天的培训又让我没有那么的去细想，但是今天就突然想起来什么，就想来看看星露谷，没想到翻到了你的评论，虽然你删掉了我很多联系方式，想到了我们第一次见面的场景，你刚洗了头就跑来找我，写着写着也不知道想写啥，可能吧这可能是最好的结局，当然我希望不是，那段时间每天晚上和你在星露谷里建牧场种庄稼的都是你，我天天跑出去挖矿，有时候忘了时间就被你催着叫回家“11点了，快跑”哈哈哈哈现在想想真的很开心，有时候在矿井被打晕丢了东西，都会心疼的要死，每次你都说没事没事下次小心点，有事就早点跑，你和我说你脾气不好怎么样的，我从来没想过，我一直都觉的你很温柔善良，怎么说呢有些时候不要上头，另外相信自己你很好。还有你带我去捉奸村长刘易斯，还有镶边紫内裤哈哈哈哈哈，就先这样吧没想到真的翻到了了我也不知道想说些什么想写什么，就是看完想起了曾经的时光。有很多想说的话，但又不知道怎么说。写的语无伦次也就这样了。希望以后你也能快快乐乐就好。
星露谷很好玩，推荐大家去玩玩，和你喜欢的人，回归田园的平淡也是快乐",推荐
Stardew Valley,中国,2025-09-17,BOSS你难道没有妈妈给你买小背心吗TT,257.4,"人生要真是星露谷就好了……
每天醒来都有下床的理由，也可以选择在农场一整天，
不用跟谁争，也没人问你为什么还停在原地，
更不会有人笑你一事无成。",推荐
Stardew Valley,中国,2019-12-20,amulllet,256.5,我赚了几百万，修了大房子，农场捯饬得整整齐齐，还娶了星露谷最帅的男人跟他生了个女儿，然后我突然悟了，这个男人除了偶尔帮帮我农场的活，没事就宅在家里不知道干啥，要么就出门去发呆，钱是我赚，活是我干，女儿我带，我跟他结婚就是图每天早上亲一下，然后每天跟我说两句骚话，节日的时候一起出席吗？我到底图什么？结婚有个球的意思？游戏里只是现实虚弱的模仿而已，在游戏里感悟到了人生的真实无力，有生之年我一定能看到婚姻制度的崩塌！谢谢大家，这是款很棒的游戏！,推荐
Stardew Valley,中国,2018-01-15,Jooukunn,108.3,希望有创意工坊！,推荐
Stardew Valley,中国,2025-11-22,花浔🌿,602.5,如果人生是星露谷就好了，不用追赶无形的时钟，不用应付复杂的喧嚣，只守着一方小小的农场，日出而作，日落而息。春种草莓，夏浇向日葵，秋收南瓜，冬围壁炉煮热饮，每一滴汗水都能换来实实在在的收获，每一次弯腰都能触到土地的温柔。不用焦虑未知的远方，只需专注眼前的秧苗、檐下的信箱、酒馆里温热的啤酒，还有雨天窝在屋里修修补补的惬意。累了就去河边钓钓鱼，烦了就和村民说句闲话，日子慢得像溪水流淌，简单却满是细碎的欢喜，哪怕平凡，也能把日子过成自己喜欢的模样。,推荐
Stardew Valley,中国,2018-08-29,周四,48.4,"好评！推荐！
也许我这辈子都通关不了这个游戏了，但是游戏里沉浸感极强的小镇，却在我的记忆中刻骨铭心。
耕种，浇水，伐木，建造，
养殖，挖矿，读书，宠物，
钓鱼，烹饪，战斗，交友，
节日，恋爱。
这是回忆中的世外桃源，这是一段有趣有爱的旅程，远离尘世的喧嚣，在小镇中悠然自得。",推荐
Stardew Valley,中国,2019-01-13,Celiny,97.8,win10闪退,推荐
Stardew Valley,中国,2025-09-28,喵、喵、喵、喵,74.4,"她是第一个愿意陪我玩种田游戏的女孩子。
当初因为无聊才找她聊的天，后来也是因为无聊才找她谈的恋爱，无聊来无聊去，她爱上我了，多有意思呀，我明明只是无聊而已。
那天也是日常的电子阳痿，不知道怎么度过我那腐朽不堪的生活，随口问她愿不愿意陪我打游戏，她很开心，似乎是因为可以跟我在一起有多点的时间了。
我们在这个小镇里慢慢有了自己的房子，自己的家，她会因为我天天找海莉吃醋，最后还因为我跟海莉结婚不愿意跟我住一间房子，我们一起攒材料做的房子。
我喜欢下矿开箱子，她就像个妻子一样，每天在家把地里收拾得好好的，然后等我两点钟回来睡觉。也许在那个世界里，我们真的已经好好在一起了吧。
也不知道过了多久，出了新游戏，我离开了鹈鹕镇，把她一个人丢在了那里。
有一天，鬼使神差的，我又打开了游戏，看了一眼镇子，她居然把姜岛也开了，还买了传送魔杖，可她却在姜岛上种满了向日葵，那是现实里我唯一一次收到的花……
这么好的女孩呀，我把她搞丢了。",推荐
